Data and time, Laser status, Laser current power (W), Laser current, Laser set power (W), LBO status, LBO current temp (C), LBO current, LBO set temp (C), VANADATE status, VANADATE current temp (C), VANADATE current, VANADATE set temp (C), ETALON status, ETALON current temp (C), ETALON current, ETALON set temp (C), DIODE1 status, DIODE1 current temp (C), DIODE1 temp current, DIODE1 set temp (C), DIODE1 current (A), DIODE2 status, DIODE2 current temp (C), DIODE2 temp current, DIODE2 set temp (C), DIODE2 current (A), Baseplate Temp (C), Heatsink Temp 1 (C), Heatsink Temp 2 (C)
2018-05-24T14:03:28.843878, SEEKING, 0.174, 4.93, 13.0000, LOCKED, 147.04, 6247.15, 147.08, OPEN, 20.00, 0.00, 30.00, LOCKED, 53.00, 1411.13, 53.00, LOCKED, 23.00, -509.77, 22.98, 0.00, LOCKED, 22.18, -567.61, 22.18, 0.00, 19.30, 24.12, 25.62
2018-05-24T14:04:37.660212, SEEKING, 0.174, 4.89, 13.0000, LOCKED, 147.07, 6234.29, 147.08, OPEN, 20.02, 0.00, 30.00, LOCKED, 53.00, 1410.77, 53.00, LOCKED, 23.14, -516.99, 22.98, 0.00, LOCKED, 22.29, -574.95, 22.18, 0.00, 19.27, 23.99, 25.84
2018-05-24T14:05:46.481009, SEEKING, 0.174, 4.90, 13.0000, LOCKED, 147.05, 6249.53, 147.08, OPEN, 20.00, 0.00, 30.00, LOCKED, 53.01, 1412.91, 53.00, LOCKED, 23.05, -530.01, 22.98, 0.00, LOCKED, 22.34, -572.89, 22.18, 0.00, 19.27, 24.32, 25.74
2018-05-24T14:06:55.284880, SEEKING, 0.174, 4.91, 13.0000, LOCKED, 147.16, 6162.46, 147.08, OPEN, 20.00, 0.00, 30.00, LOCKED, 53.05, 1410.43, 53.00, LOCKED, 22.87, -534.20, 22.98, 0.00, LOCKED, 22.18, -575.27, 22.18, 0.00, 19.28, 24.41, 25.67
2018-05-24T14:08:05.003383, SEEKING, 0.174, 4.96, 13.0000, LOCKED, 147.07, 6238.90, 147.08, OPEN, 20.01, 0.00, 30.00, LOCKED, 53.01, 1413.03, 53.00, LOCKED, 22.86, -519.22, 22.98, 0.00, LOCKED, 22.14, -585.05, 22.18, 0.00, 19.27, 24.41, 25.81
2018-05-24T14:09:13.778457, SEEKING, 0.174, 4.89, 13.0000, LOCKED, 147.10, 6213.99, 147.08, OPEN, 20.01, 0.00, 30.00, LOCKED, 53.00, 1413.63, 53.00, LOCKED, 22.93, -533.54, 22.98, 0.00, LOCKED, 22.15, -580.13, 22.18, 0.00, 19.29, 24.44, 25.86
2018-05-24T14:10:22.588692, SEEKING, 0.191, 43.71, 13.0000, LOCKED, 147.20, 6082.02, 147.08, SEEKING, 32.14, -2062.92, 30.00, LOCKED, 53.21, 1364.72, 53.00, SEEKING, 22.97, -953.40, 22.98, 41.40, LOCKED, 22.29, -920.70, 22.18, 42.30, 26.70, 24.71, 26.59
2018-05-24T14:11:33.499536, SEEKING, 0.174, 37.81, 13.0000, LOCKED, 146.85, 6062.29, 147.08, LOCKED, 30.30, -2324.39, 30.00, LOCKED, 53.05, 1352.05, 53.00, SEEKING, 22.79, -1069.42, 22.98, 32.24, LOCKED, 22.45, -1163.65, 22.18, 32.24, 30.18, 26.90, 27.57
2018-05-24T14:12:42.317087, SEEKING, 0.183, 37.76, 13.0000, LOCKED, 147.06, 6078.24, 147.08, LOCKED, 30.13, -2489.80, 30.00, LOCKED, 53.06, 1341.54, 53.00, LOCKED, 23.07, -943.88, 22.98, 32.24, LOCKED, 22.49, -980.44, 22.18, 32.24, 31.80, 26.47, 28.04
2018-05-24T14:13:51.132817, SEEKING, 0.191, 37.74, 13.0000, LOCKED, 147.06, 6060.95, 147.08, LOCKED, 30.13, -2605.82, 30.00, LOCKED, 53.02, 1331.32, 53.00, LOCKED, 22.70, -993.03, 22.98, 32.24, LOCKED, 22.20, -1022.78, 22.18, 32.24, 32.72, 27.34, 29.04
2018-05-24T14:14:59.950273, SEEKING, 0.174, 37.76, 13.0000, LOCKED, 147.11, 6015.12, 147.08, LOCKED, 30.10, -2671.84, 30.00, LOCKED, 53.02, 1316.24, 53.00, LOCKED, 23.35, -1015.79, 22.98, 32.24, LOCKED, 22.62, -1075.80, 22.18, 32.24, 33.35, 27.37, 29.38
2018-05-24T14:16:09.674869, SEEKING, 0.174, 37.79, 13.0000, LOCKED, 147.08, 5997.52, 147.08, LOCKED, 30.07, -2747.60, 30.00, LOCKED, 53.05, 1298.07, 53.00, LOCKED, 22.92, -1030.83, 22.98, 32.24, LOCKED, 22.06, -1072.31, 22.18, 32.24, 33.91, 27.80, 29.91
2018-05-24T14:17:18.491988, SEEKING, 0.183, 37.86, 13.0000, LOCKED, 147.05, 6051.27, 147.08, LOCKED, 30.09, -2772.37, 30.00, LOCKED, 53.01, 1284.64, 53.00, LOCKED, 23.17, -1033.26, 22.98, 32.24, LOCKED, 22.27, -1088.84, 22.18, 32.24, 34.28, 27.86, 30.23
2018-05-24T14:18:27.250979, SEEKING, 0.191, 37.86, 13.0000, LOCKED, 147.14, 6020.26, 147.08, LOCKED, 30.08, -2824.46, 30.00, LOCKED, 53.01, 1267.68, 53.00, LOCKED, 22.67, -1026.84, 22.98, 32.24, LOCKED, 21.98, -1113.41, 22.18, 32.24, 34.66, 27.79, 30.59
2018-05-24T14:19:36.030110, SEEKING, 0.289, 37.68, 13.0000, LOCKED, 147.06, 5989.64, 147.08, LOCKED, 30.08, -2869.79, 30.00, LOCKED, 53.03, 1248.86, 53.00, LOCKED, 22.59, -1045.48, 22.98, 32.24, LOCKED, 22.01, -1162.51, 22.18, 32.24, 35.01, 27.97, 31.03
2018-05-24T14:20:44.846774, SEEKING, 0.183, 37.76, 13.0000, LOCKED, 147.07, 6012.43, 147.08, LOCKED, 30.11, -2916.55, 30.00, LOCKED, 53.03, 1230.65, 53.00, LOCKED, 22.70, -977.80, 22.98, 32.24, LOCKED, 22.12, -1151.27, 22.18, 32.24, 35.32, 27.94, 31.13
2018-05-24T14:21:53.662706, SEEKING, 0.183, 37.69, 13.0000, LOCKED, 147.12, 5951.45, 147.08, LOCKED, 30.05, -2921.16, 30.00, LOCKED, 52.91, 1219.42, 53.00, LOCKED, 22.91, -1009.96, 22.98, 32.24, LOCKED, 21.98, -1135.87, 22.18, 32.24, 35.55, 27.85, 31.57
